Job Type,Job URL,Title,Company,Experience,Salary,Location,Education,Skills,Role,Industry Type,Department,Employment Type,Role Category,Description
python-developer,https://www.naukri.com/job-listings-python-developer-trackmind-solutions-hyderabad-0-to-0-years-140825020623,Python Developer,Trackmind Solutions,0 years,Not Disclosed,Hyderabad,EducationUG:B.Tech/B.E. in Any Specialization,"[['Python'], ['Django', 'Pandas', 'Numpy', 'SQL']]","Back End Developer ,","IT Services & Consulting ,","Engineering - Software & QA ,","Full Time, Permanent",Software Development,"Role & responsibilities Preferred candidate profile As a Python Developer Intern (AI/ML) , you will work closely with our development and data science teams on live projects, contributing to AI/ML model development, coding, testing, and deployment activities. This internship is designed to give you hands-on experience in both software development and AI/ML, preparing you for a long-term role with us. Assist      in designing, coding, and testing Python-based AI/ML applications. Implement      and fine-tune machine learning models. Work      with popular Python libraries like NumPy, Pandas, Scikit-learn,      TensorFlow, and PyTorch . Collaborate      with cross-functional teams to deliver high-quality AI/ML solutions. Participate      in brainstorming sessions, technical discussions, and code reviews. Learn      and apply new AI/ML techniques and tools as needed for projects. echnical      Skills: Strong      understanding of Python fundamentals. Basic      knowledge of AI/ML concepts such as supervised/unsupervised learning,      neural networks, and data preprocessing. Familiarity      with AI/ML frameworks and libraries (e.g., Scikit-learn, TensorFlow,      PyTorch). Understanding      of data handling, cleaning, and visualization techniques. Knowledge      of databases (SQL/NoSQL). Soft      Skills: Excellent      verbal and written communication skills. Energetic,      self-motivated, and eager to learn. Ability      to work in a team and adapt to a fast-paced environment. Strong      problem-solving and analytical thinking abilities."
python-developer,https://www.naukri.com/job-listings-python-developer-face-to-face-interview-on-30th-aug-coimbatore-ey-coimbatore-4-to-8-years-200825031060,Python Developer (Face-To-Face Interview on 30th Aug-Coimbatore),EY,4 - 8 years,Not Disclosed,Coimbatore,EducationUG:Any Graduate,"[['Django', 'Fast API', 'Python', 'Flask', 'SQL'], ['Pandas', 'Rest Api', 'Python Development', 'Oracle', 'AWS', 'Numpy']]","Other ,","Management Consulting ,","Other ,","Full Time, Permanent",Other,"Currently Hiring Python Developer for Our Coimbatore EY GDS Office Position Overview: Exp: 4 - 12 yrs Location: Coimbatore Skills: Python, Django, Flask, Fast API, SQL, Rest API, Oracle Interview venue: Coimbatore EY GDS Office Interview mode: Face-To-Face Interview Note: This is not Direct Walkin, once you apply will review your profile and call you and share the Invitation for Face-To-Face Interview on 30th Aug 2025"
python-developer,https://www.naukri.com/job-listings-python-developer-infosys-pan-india-infosys-pune-delhi-ncr-mumbai-all-areas-4-to-9-years-100625011129,Python Developer @ Infosys- Pan India,Infosys,4 - 9 years,Not Disclosed,"Pune,Delhi / NCR,Mumbai (All Areas)","EducationUG:B.Sc in Any Specialization, B.Tech/B.E. in Any Specialization, BCA in Any Specialization","[['Python'], ['Django', 'Python Development', 'Flask']]","Software Development - Other ,","IT Services & Consulting ,","Engineering - Software & QA ,","Full Time, Permanent",Software Development,"Responsibilities A day in the life of an Infoscion • As part of the Infosys delivery team, your primary role would be to ensure effective Design, Development, Validation and Support activities, to assure that our clients are satisfied with the high levels of service in the technology domain. • You will gather the requirements and specifications to understand the client requirements in a detailed manner and translate the same into system requirements. • You will play a key role in the overall estimation of work requirements to provide the right information on project estimations to Technology Leads and Project Managers. • You would be a key contributor to building efficient programs/ systems and if you think you fit right in to help our clients navigate their next in their digital transformation journey, this is the place for you! If you think you fit right in to help our clients navigate their next in their digital transformation journey, this is the place for you! Technical and Professional Requirements: • Primary skills: Process->Testing processes->Test Automation Process, Technology->Machine Learning->Python Preferred Skills: Process->Testing processes->Test Automation Process   Technology->Machine Learning->Python Additional Responsibilities: • Knowledge of design principles and fundamentals of architecture • Understanding of performance engineering • Knowledge of quality processes and estimation techniques • Basic understanding of project domain • Ability to translate functional / nonfunctional requirements to systems requirements • Ability to design and code complex programs • Ability to write test cases and scenarios based on the specifications • Good understanding of SDLC and agile methodologies • Awareness of latest technologies and trends • Logical thinking and problem solving skills along with an ability to collaborate Educational Requirements MCA,MSc,MTech,Bachelor of Engineering,BCA,BE,BSc,BTech"
python-developer,https://www.naukri.com/job-listings-python-developer-persistent-systems-limited-bengaluru-3-to-7-years-171024011437,Python Developer,Persistent,3 - 7 years,Not Disclosed,Bengaluru,EducationUG:B.Sc in Any Specialization,"[['python development'], ['css', 'do', 'bootstrap', 'jquery', 'healthcare', 'sql', 'git', 'postgresql', 'oops', 'linux', 'json', 'html', 'mysql', 'data structures', 'api', 'team spirit', 'mongodb', 'programming', 'rest', 'python', 'mapping', 'orm', 'engineering', 'machine learning', 'javascript', 'django', 'framework', 'pyramid', 'front', 'flask', 'aws', 'python framework', 'object']]","Full Stack Developer ,","IT Services & Consulting ,","Engineering - Software & QA ,","Full Time, Permanent",Software Development,"About Persistent We are a trusted Digital Engineering and Enterprise Modernization partner, combining deep technical expertise and industry experience to help our clients anticipate what?s next. Our offerings and proven solutions create a unique competitive advantage for our clients by giving them the power to see beyond and rise above. We work with many industry-leading organizations across the world including 14 of the 30 most innovative US companies, 80% of the largest banks in the US and India, and numerous innovators across the healthcare ecosystem. Our growth trajectory continues, as we reported $1,186M annual revenue (13.2% Y-o-Y). Along with our growth, we?ve onboarded over 4900 new employees in the past year, bringing our total employee count to over 23,850+ people located in 21 countries across the globe. Throughout this market-leading growth, we?ve maintained strong employee satisfaction - over 94% of our employees approve of the CEO and 89% recommend working at Persistent to a friend. At Persistent, we embrace diversity to unlock everyone's potential. Our programs empower our workforce by harnessing varied backgrounds for creative, innovative problem-solving. Our inclusive environment fosters belonging, encouraging employees to unleash their full potential. For more details please login to www.persistent.com About The Position We are looking for an experienced Python Developer to join our engineering team and help us create dynamic software applications for our clients. You will be responsible for writing and testing scalable code, developing back-end components, and integrating user-facing elements in collaboration with front-end developers. To be successful in this role, you will require in-depth knowledge of object-relational mapping, experience with server-side logic, and above-average knowledge of Python programming. Ultimately, as a top-class Python Developer you should be able to design highly responsive web-applications that perfectly meet the needs of the client. What You?ll Do Write effective, scalable code Develop back-end components to improve responsiveness and overall performance Integrate user-facing elements into applications Test and debug programs Improve functionality of existing systems Implement security and data protection solutions Assess and prioritize feature requests Coordinate with internal teams to understand user requirements and provide technical solutions Expertise You?ll Bring A Bachelor of Science degree in Computer Science, Engineering or relevant field Work experience as a Python Developer Expertise in at least one popular Python framework (like Django, Flask or Pyramid) Knowledge of object-relational mapping (ORM) Familiarity with front-end technologies (like JavaScript and HTML5) Team spirit Good problem-solving skills Benefits Competitive salary and benefits package Culture focused on talent development with quarterly promotion cycles and company-sponsored higher education and certifications Opportunity to work with cutting-edge technologies Employee engagement initiatives such as project parties, flexible work hours, and Long Service awards Annual health check-ups Insurance coverage: group term life, personal accident, and Mediclaim hospitalization for self, spouse, two children, and parents Our company fosters a values-driven and people centric work environment that enables our employees to: Accelerate growth, both professionally and personally Impact the world in powerful, positive ways, using the latest technologies Enjoy collaborative innovation, with diversity and work-life wellbeing at the core Unlock global opportunities to work and learn with the industry?s best Let?s unleash your full potential at Persistent ? Apply Now"
python-developer,https://www.naukri.com/job-listings-python-developer-senior-software-xerox-kochi-8-to-12-years-230525031941,python developer senior software,Xerox,8 - 12 years,15-20 Lacs P.A.,Kochi,"EducationUG:Any Graduate, BCA in Any Specialization, B.Tech/B.E. in Any Specialization","[['Python developer'], ['development and implementation', 'technical programming', 'database development']]","Software Development - Other ,","IT Services & Consulting ,","Engineering - Software & QA ,","Full Time, Permanent",Software Development,"Purpose : •  Responsible for those functions, activities, and skills required for analysis, design, coding, integration, test & maintenance of software modules, subsystems or systems which control other electrical, mechanical, electronic or network systems. Scope : •  Adapts departmental plans and priorities to address resource and operational challenges •  Requires in-depth knowledge and experience •  Decisions are guided by policies, procedures and business plan; receives guidance from manager •  Generally domestic accountability Primary Responsibilities : •  May perform one or more of the following: •  Directs the activities of software applications development •  Manages the development, installation, and maintenance of computer programs for business applications • Directs and coordinates activities related to the design, development and implementation of software operating systems •  Plans, conducts, and coordinates business programming applications activities •  Establishes programming standards and program documentation requirements •  Reviews current status of system applications and prepares recommendations for improvements •  Manages the development and implementation of web applications •  Manages the technical programming and database development related to the organizations website •  All other duties as assigned #L1-SM1 #L1-Remote"
python-developer,https://www.naukri.com/job-listings-python-developer-onelab-ventures-remote-2-to-5-years-250825500635,Python Developer,Onelab Ventures,2 - 5 years,Not Disclosed,Remote,EducationUG:Any GraduatePG:Any Postgraduate,"[[], ['python', 'css', 'c', 'software testing', 'natural language processing', 'python development', 'machine learning', 'artificial intelligence', 'javascript', 'sql', 'pandas', 'django', 'git', 'data science', 'postgresql', 'linux', 'oops', 'debugging', 'html', 'mysql', 'data structures', 'flask', 'aws', 'programming']]","Blockchain Quality Assurance Engineer ,","IT Services & Consulting ,","Engineering - Software & QA ,","Full Time, Permanent",Quality Assurance and Testing,"Onelab Ventures  is looking for Python Developer  to join our dynamic team and embark on a rewarding career journey Coordinating with development teams to determine application requirements. Writing scalable code using Python programming language. Testing and debugging applications. Developing back-end components. Integrating user-facing elements using server-side logic. Assessing and prioritizing client feature requests. Integrating data storage solutions. Reprogramming existing databases to improve functionality. Developing digital tools to monitor online traffic. Write effective, scalable code Develop back-end components to improve responsiveness and overall performance Integrate user-facing elements into applications Test and debug programs Improve functionality of existing systems Implement security and data protection solutions Assess and prioritize feature requests Coordinate with internal teams to understand user requirements and provide technical solutions."
python-developer,https://www.naukri.com/job-listings-python-developer-bonzer-business-solutions-pvt-ltd-kolkata-2-to-5-years-250825922902,Python Developer,Posted by Bonzer Business Solutions Pvt Ltd.,2 - 5 years,Not Disclosed,Kolkata,EducationUG:B.Tech/B.E. in Any SpecializationPG:Any Postgraduate,"[['software development', 'software testing', 'python development', 'debugging', 'code review'], ['rest', 'css', 'bootstrap', 'jquery', 'application development', 'sql', 'spring', 'java', 'git', 'postgresql', 'troubleshooting', 'mysql', 'aws', 'mongodb']]","Full Stack Developer ,","Recruitment / Staffing ,","Engineering - Software & QA ,","Full Time, Permanent",Software Development,"We're seeking talented Junior Python Engineers to become part of our team!! Our Junior Python Developer wears multiple hats on their projects and is responsible for building and maintaining Python applications and interacting with other developers, designers, and stakeholders on their projects. You must have the skills to write a plethora of unit tests for your code to guarantee all functionality is being achieved. You will need good collaboration and communication skills as you will be spending a lot of time with experienced engineers and understanding how they do their jobs. Moreover, should have in-depth knowledge of object-relational mapping, familiarity with server-side logic, and above-average Python programming skills. Roles and Responsibilities: Python application development, testing, and maintenance Working with other developers, designers, and stakeholders to satisfy project needs. Troubleshooting and code debugging Developing and maintaining code and application documentation Participating in code reviews and contributing to best practices for the team Maintaining current knowledge of emerging technologies, programming languages, and software development techniques. Using server-side logic to integrate user-facing aspects Ensuring client feature requests are being evaluated and prioritized. Blending data storage options together. Coordinating with front-end developers. Optimizing existing databases reprogrammed to increase functionality. Improve responsiveness and overall performance by developing back-end components. ? Requirements and Skills Expertise in Python and associated frameworks such as Django. Comprehensive knowledge of Python's multi-process architecture and threading restrictions. Understanding of integration of many data sources into a single system. Ability to work collaboratively on projects as well as independently when necessary. Quick learner with the capacity to modify approaches dependent on the situation. Awareness of how to test Python programs successfully. Excellent communication and teamwork abilities. Knowledge of front-end technology (like JavaScript and HTML5) Excellent problem-solving abilities Bachelor of Science in Computer Science, Engineering, or a related discipline. Knowledge of some ORM (Object Relational Mapper) libraries Capable of combining many data sources and databases into a single system User authentication and authorization knowledge are required across many systems, servers, and environments."
python-developer,https://www.naukri.com/job-listings-associate-software-engineer-c-c-python-developer-boeing-india-private-limited-limited-bengaluru-3-to-8-years-180825916063,Associate Software Engineer - C/C++ & Python Developer,Boeing,3 - 8 years,Not Disclosed,Bengaluru,EducationUG:Any GraduatePG:Any Postgraduate,"[['python', 'software development', 'software testing', 'software development life cycle', 'oops'], ['container', 'algorithms', 'kubernetes', 'continuous integration', 'rest', 'c++', 'gitlab ci', 'docker', 'microservices', 'react.js', 'angular', 'rust', 'ui', 'design patterns', 'linux', 'data structures', 'unix']]","Blockchain Quality Assurance Engineer ,","Defence & Aerospace ,","Engineering - Software & QA ,","Full Time, Permanent",Quality Assurance and Testing,"Position Overview: We are seeking a highly skilled Associate Software Engineer C/C++ & Python Developer to join our dynamic Simulations team. The ideal candidate will have a strong background in software development and testing, with a focus on automation and aerospace standards and compliance. This role will be based out of Bangalore, India . Position Responsibilities: Develop, document and write unit test cases for software systems. Hands on knowledge in the Full stack development in the latest tools & technology frameworks like Docker and Kubernetes Identify and resolve performance issues in applications, optimizing both front-end and back-end components for maximum efficiency. Work closely and regularly connects with Engineering Managers, Product owners, Technical Leads and other stakeholders to deliver high-quality software solutions that meet user needs. Analyze test results, document findings, and provide actionable insights to improve product quality. Hands-on experience with Build and Deployment tools and CI/CD Stay updated with industry trends and advancements in testing methodologies and tools. Employer will not sponsor applicants for employment visa status. Basic Qualification: A Bachelors degree or higher is required as a BASIC QUALIFICATION Minimum 3+ years of previous experience as full stack developer. The ideal candidate is a self-starter and someone who works well within a team Solid programming knowledge with C/C++ and Python, RUST preferred. Experience with Linux or Unix experience is desirable Proficiency in front-end UI frameworks, preferably React or Angular. Backend experience in the development of REST APIs, Microservices etc. Good knowledge of Data Structures and Algorithms Strong understanding of OOPS Concepts and experience with design patterns. Experience with Continuous Integration (CI) tools such as GitLab CI/CD, Docker/Containers Excellent communication skills. Verbal communication should be clear, as well as written skills using US English. The candidate can work on a fast-moving development team, be candid about the status of their work with the development team. Strong written and oral interpersonal skills for creating and improving technical documents, and to effectively engage globally distributed engineering teams. Excellent working knowledge of the entire software development lifecycle Typical Education & Experience: Education/experience typically acquired through advanced education (e.g. Bachelor) and typically 4-8 years' related work experience or an equivalent combination of education and experience (e.g. Master + 3-7 years' related work experience.) Relocation: This position offers relocation within INDIA. Education Bachelor's Degree or Equivalent Required"
python-developer,https://www.naukri.com/job-listings-python-developer-cerebulb-com-gandhinagar-2-to-5-years-250825918484,Python Developer,Cerebulb,2 - 5 years,Not Disclosed,Gandhinagar,EducationUG:B.Tech/B.E. in Any SpecializationPG:Any PostgraduateDoctorate:Doctorate Not Required,"[['Python'], ['CSS', 'Django', 'HTML', 'ORM', 'AWS', 'Flask', 'SQL']]","Full Stack Developer ,","Emerging Technologies (IoT) ,","Engineering - Software & QA ,","Full Time, Permanent",Software Development,"OOP, Django/Flask, SQL, Git. Write clean code, debug, develop apps, review code, mentor, and stay updated. Work with SQL, JS, HTML, CSS, and clients. Familiarity with ORM, SQL Alchemy Backend development is mandatory"
python-developer,https://www.naukri.com/job-listings-python-developer-scaletech-ahmedabad-3-to-5-years-250825918326,Python Developer,Scaletech,3 - 5 years,Not Disclosed,Ahmedabad,EducationUG:B.Tech/B.E. in Any SpecializationPG:Any PostgraduateDoctorate:Doctorate Not Required,"[['Django', 'Python'], ['MYSQL', 'PostgreSQL', 'Restful API', 'Python development', 'Django framework', 'API design', 'AWS']]","Blockchain Quality Assurance Engineer ,","IT Services & Consulting ,","Engineering - Software & QA ,","Full Time, Permanent",Quality Assurance and Testing,"We are looking for a skilled Python Developer with 3-5 years of total industry experience and at least 1-2 years of hands-on experience with Python. The ideal candidate will be passionate about software development, able to work effectively in a collaborative environment, and have a strong foundation in working with sequential databases. Knowledge of Django and AWS cloud services is an added advantage. Key Responsibilities: Design, develop, and maintain efficient, reusable, and reliable Python code. Work closely with cross-functional teams to define, design, and ship new features. Optimize application performance, troubleshoot issues, and ensure high scalability. Integrate databases and create back-end services to support applications. Collaborate with teams to implement best practices and ensure that systems are secure, scalable, and highly available. Participate in code reviews and ensure that code quality standards are maintained. Key Requirements: 1-2 years of relevant experience in Python development (MUST have). Strong understanding of object-oriented programming and Python frameworks. Familiarity with Django framework (nice to have). Experience working with sequential databases (MUST have), e.g., PostgreSQL, MySQL, etc. Basic knowledge of AWS cloud services (nice to have). Good understanding of RESTful APIs and back-end services. Excellent problem-solving skills and attention to detail. Ability to work in an agile environment and adapt to changes quickly. Preferred Qualifications: Experience with cloud infrastructure (AWS), containerization tools like Docker (nice to have). Experience with API design and integration."
python-developer,https://www.naukri.com/job-listings-python-developer-mumbai-knowledgeworks-global-kgl-mumbai-all-areas-1-to-3-years-250825001709,Python developer | Mumbai,KnowledgeWorks Global (KGL),1 - 3 years,Not Disclosed,Mumbai (All Areas),EducationUG:Any Graduate,"[['python scripting'], ['django', 'mysql']]","Back End Developer ,","Printing & Publishing ,","Engineering - Software & QA ,","Full Time, Permanent",Software Development,"Key Responsibilities: Develop, test, and maintain Python scripts for automation and system integration tasks. Write clean, maintainable, and efficient code following best practices. Collaborate with cross-functional teams to understand requirements and deliver solutions. Create and manage data pipelines and automation workflows. Debug and troubleshoot issues in existing scripts and systems. Work with APIs, file systems, databases, and cloud environments as needed. Document scripts, logic, and system processes clearly. Required Skills & Qualifications: Proficient in Python with strong knowledge of scripting techniques. Experience with automation tools, shell scripting jobs. Experience working with databases (SQL or NoSQL). Understanding of RESTful APIs and how to integrate with them using Python. Good problem-solving and debugging skills."
python-developer,https://www.naukri.com/job-listings-python-developer-blackstraw-technologies-private-limited-chennai-3-to-7-years-250825918701,Python Developer,Blackstraw Technologies,3 - 7 years,Not Disclosed,Chennai,EducationUG:B.Tech/B.E. in Any SpecializationPG:Any Postgraduate,"[['python', 'presentation skills', 'code versioning tools', 'python web framework', 'debugging'], ['css', 'web application', 'svn', 'mako', 'orm', 'javascript', 'redis', 'react.js', 'elastic search', 'node.js', 'django', 'git', 'mobile applications', 'jinja 2', 'html', 'machine learning algorithms', 'flask', 'mongodb']]","Full Stack Developer ,","IT Services & Consulting ,","Engineering - Software & QA ,","Full Time, Permanent",Software Development,"Job Summary : We are looking for a skilled Python developer who will be responsible for managing the interchange of data between the server and the users. Your primary focus will be the development of all server-side logic, ensuring high performance and responsiveness to requests from the front-end. You will also be responsible for integrating the front-end elements built by your co-workers into the application; therefore, a basic understanding of front-end technologies is necessary as well. Key responsibilities: Be an expert in Python, with solid working knowledge of at least one Python web framework such as Django, Flask, etc Good familiarity with ORM (Object Relational Mapper) libraries. Ability to integrate multiple data sources and databases into one system. Understanding of the threading limitations of Python, and multi-process architecture. Good understanding of server-side templating languages such as Jinja 2, Mako, etc Basic understanding of front-end technologies, such as JavaScript, HTML5, and CSS3 Understanding of accessibility and security compliance. Good knowledge of user authentication and authorization between multiple systems, servers, and environments. Understanding of fundamental design principles behind a scalable application. Familiarity with event-driven programming in Python. Understanding of the differences between multiple delivery platforms, such as mobile vs desktop, and optimizing output to match the specific platform. Able to create database schemas that represent and support business processes. Strong unit test and debugging skills. Proficient understanding of code versioning tools such as Git, Mercurial or SVN. Promote and ensure knowledge sharing, to avoid silos in the team. Should follow good code quality standards. Follow/maintain an agile methodology for delivering on project milestones. Excellent oral, presentation, and written communication skills. Preferred Qualification : Degree in Computer Science, Engineering or a related field. 6 years of experience, 5+ years in bringing to life web applications, mobile applications, and machine learning frameworks. Hands on work experience with: Python, R, Django, Flask, Javascript (ES6), React, Node.js, MongoDB, Elasticsearch, Azure, Docker, Kubernetes, Microservices Good knowledge of caching technologies like Redis and queues like Kafka, SQS, MQ etc. Knowledge of Big Data, Hadoop would be a plus. You should be a creative problem-solver who demonstrates clear and thoughtful approaches to challenging technical problems that solve real business needs.."
python-developer,https://www.naukri.com/job-listings-python-developer-hr-consultant-chennai-3-to-6-years-240825000112,Python developer,Posted by HR Consultant,3 - 6 years,7-12 Lacs P.A.,Chennai( Perungudi ),EducationUG:Any Graduate,"[['python', 'Django'], ['Ci Cd Pipeline', 'Python Framework', 'Senior Python developer', 'Python developer', 'Jenkins', 'GIT', 'Docker', 'TDD', 'Pandas', 'CI/CD', 'Python Development', 'AWS', 'Flask']]","Back End Developer ,","Software Product ,","Engineering - Software & QA ,","Full Time, Permanent",Software Development,"Role & responsibilities Minimum 3+ years of experience in Python and relevant skills Strong communication skills Strong knowledge of Python concepts Proficiency in Django framework Knowledge of Django ORM and REST API Experience in Django application deployment Good to have: TDD in Django Preferred candidate profile Who can join immediately Job Details Shift: Regular (Monday to Friday) Type: Full-time, Work from Office (No Hybrid / No WFH) If interested and available for the F2F interview send your resumes to Kiruthika.hrinc@gmail.com or Whatsapp @ 7667618449 subject line "" Backend developer- Python"""
python-developer,https://www.naukri.com/job-listings-ai-ml-specialist-python-developer-nms-consultant-pune-thiruvananthapuram-5-to-10-years-230825016208,AI/ML Specialist - Python Developer,NMS Consultant,5 - 10 years,Not Disclosed,"Pune,Thiruvananthapuram","EducationUG:BCA in Any Specialization, B.Tech/B.E. in Any Specialization, B.Sc in Any Specialization","[['Automation', 'LLM', 'AI/ML Development', 'API', 'Python Development'], ['Tensorflow', 'NUM', 'Scikit-Learn', 'Numpy', 'Pytorch', 'NLP', 'Opencv', 'Django', 'Pandas']]","IT Security - Other ,","IT Services & Consulting ,","IT & Information Security ,","Full Time, Permanent",IT Security,"Join Company's Automation Chapter as an AI Specialist - Python Developer, where innovation drives excellence. We are a forward-thinking organization leveraging cutting-edge AI/ML technologies to automate complex business processes and enhance efficiency. We seek a skilled developer with expertise in Python, AI-driven automation, and Large Language Models (LLMs) to design solutions that transform how we work. Key Responsibilities • AI/ML Development: Design, build, and deploy AI/ML models (e.g., NLP, predictive analytics) using frameworks like PyTorch, TensorFlow, or scikit-learn. Implement Large Language Model (LLM) integrations (e.g., OpenAI, Hugging Face, LangChain) for process automation, document analysis, or chatbot development. • Automation Engineering: Develop end-to-end automation pipelines for business workflows (e.g., data processing, decision-making systems). Use Python libraries like Pandas, NumPy, and OpenCV for data manipulation, analysis, and computer vision tasks. • API & Tool Development: Build scalable REST APIs with FastAPI or Django for third-party integrations. Create interactive dashboards using  Plotly chart.js, PowerBI or Streamlit to visualize AI/ML outputs. • Collaboration & Best Practices: Partner with cross-functional teams (Data Engineers, Product Managers) to identify automation opportunities. Conduct code reviews, enforce CI/CD pipelines (GitHub Actions, Jenkins), and ensure robust DevOps/MLOps practices. • Innovation & Knowledge Sharing: Stay updated on AI trends (e.g., generative AI, RPA) and contribute to the Automation Chapters growth through workshops and proof-of-concepts. Qualifications • Education: Bachelors/Masters in Computer Science, Data Science, or related field. • Experience: 5+ years in Python development with a focus on AI/ML automation (e.g., LLMs, NLP, predictive modeling). Proficiency in AI libraries: PyTorch, TensorFlow, scikit-learn, spaCy, or Hugging Face Transformers. Hands-on experience with LLM frameworks (e.g., LangChain, LlamaIndex) and API integrations. Strong data analytics skills (Pandas, SQL) and visualization tools (PowerBI, Plotly). DevOps/MLOps expertise: Git, Docker, Kubernetes, and cloud platforms (AWS/Azure/GCP). • Soft Skills: Excellent communication for translating technical concepts to non-technical stakeholders. Agile mindset with the ability to manage multiple projects independently. Preferred Skills • Experience with NLP tasks (text classification, sentiment analysis) using NLTK or spaCy. • Web development with Django or Flask for AI application interfaces. • Familiarity with RPA tools (UiPath, Automation Anywhere) or low-code platforms."
python-developer,https://www.naukri.com/job-listings-software-developer-python-bnp-paribas-india-solutions-pvt-ltd-chennai-5-to-7-years-250825919728,Software Developer- Python,BNP Paribas,5 - 7 years,Not Disclosed,Chennai,EducationUG:B.Tech/B.E. in Any SpecializationPG:Any Postgraduate,"[['financial concepts', 'python development', 'regulatory compliance', 'numpy', 'pandas'], ['css', 'confluence', 'dataiku', 'javascript', 'data bricks', 'software development life cycle', 'matplotlib', 'json', 'html', 'etl', 'sdlc', 'jira']]","Full Stack Developer ,","Banking ,","Engineering - Software & QA ,","Full Time, Permanent",Software Development,"Position Purpose The Python Developer will play a critical role in building and maintaining financial applications and tools that support data processing, analysis, and reporting within a fast-paced financial services environment. This position involves developing scalable and secure systems. The developer will collaborate with business analysts, finance users/or finance BA to translate complex business requirements into efficient, high-quality software solutions. A strong understanding of financial concepts, data integrity, and regulatory compliance is essential. The detailed responsibilities are mentioned below. Responsibilities Direct Responsibilities - Proficient in object-oriented programming, especially Python, with a minimum of 6-8 years of core python development experience. - Strong competency with Python libraries such as Pandas and NumPy for data wrangling, analysis, and manipulation. - Expertise in PySpark for large-scale data processing and loading into databases. - Proficiency in data querying and manipulation with Oracle and PostgreSQL. - Strong communication skills to effectively collaborate with team members and stakeholders. - Familiarity with the Software Development Life Cycle (SDLC) process and its various stages, including experience with JIRA and Confluence. Technical & Behavioral Competencies - Proficient in object-oriented programming, especially Python, with a minimum of 6-8 years of core python development experience. - Strong competency with Python libraries such as Pandas and NumPy for data wrangling, analysis, and manipulation. - Expertise in PySpark for large-scale data processing and loading into databases. - Proficiency in data querying and manipulation with Oracle and PostgreSQL. - Strong communication skills to effectively collaborate with team members and stakeholders. - Familiarity with the Software Development Life Cycle (SDLC) process and its various stages, including experience with JIRA and Confluence. - Good analytical, problem solving, & communication skills - Engage in technical discussions and to help in improving the system, process etc Nice to Have - Familiarity with Plotly and Matplotlib for data visualization of large datasets. - Skilled in API programming, handling JSON, CSV, and other unstructured data from various systems. - Familiarity with JavaScript, CSS, and HTML. - Experience with cloud architecture applications such as Dataiku or Databricks; competency with ETL tools. - Knowledge of regulatory frameworks, RISK, CCAR, and GDPR. Specific Qualifications (if required) Skills Referential Behavioural Skills : (Please select up to 4 skills) Ability to collaborate / Teamwork Critical thinking Ability to deliver / Results driven Communication skills - oral & written Transversal Skills: (Please select up to 5 skills) Analytical Ability Ability to develop and adapt a process Ability to understand, explain and support change Ability to develop others & improve their skills Choose an item. Education Level: Bachelor Degree or equivalent"
python-developer,https://www.naukri.com/job-listings-software-developer-data-pipelines-python-squarepoint-capital-bengaluru-4-to-9-years-250825503731,Software Developer - Data Pipelines (Python),Squarepoint Capital,4 - 9 years,Not Disclosed,Bengaluru,EducationUG:Any GraduatePG:Any Postgraduate,"[[], ['C++', 'FTP', 'Production support', 'Coding', 'RDBMS', 'technical subject matter expert', 'HTTP', 'Distribution system', 'SQL', 'Python']]","Database Administrator ,","Financial Services ,","Engineering - Software & QA ,","Full Time, Permanent",DBA / Data warehousing,"Team: Development - Alpha Data Position Overview: We are seeking an experienced Python developer to join our Alpha Data team, responsible for delivering a vast quantity of data served to users worldwide. You will be a cornerstone of a growing Data team, becoming a technical subject matter expert and developing strong working relationships with quant researchers, traders, and fellow colleagues across our Technology organisation. Alpha Data teams are able to deploy valuable data to the rest of the Squarepoint business at speed. Ingestion pipelines and data transformation jobs are resilient and highly maintainable, while the data models are carefully designed in close collaboration with our researchers for efficient query construction and alpha generation. We achieve an economy of scale through building new frameworks, libraries, and services used to increase the teams quality of life, throughput, and code quality. Teamwork and collaboration are encouraged, excellence is rewarded and diversity of thought and creative solutions are valued. Our emphasis is on a culture of learning, development, and growth. Take part ownership of our ever-growing estate of data pipelines, Propose and contribute to new abstractions and improvements - make a real positive impact across our team globally, Design, implement, test, optimize and troubleshoot our data pipelines, frameworks, and services, Collaborate with researchers to onboard new datasets, Regularly take the lead on production support operations - during normal working hours only. Required Qualifications: 4+ years of experience coding to a high standard in Python, Bachelors degree in a STEM subject, Experience with and knowledge of SQL, and one or more common RDBMS systems (we mostly use Postgres), Practical knowledge of commonly used protocols and tools used to transfer data (e.g. FTP, SFTP, HTTP APIs, AWS S3), Excellent communication skills. Nice to haves Experience with big data frameworks, databases, distributed systems, or Cloud development. Experience with any of these: C++, kdb+/q, Rust."
